"JKV_TÍPUS","SZAVAZÓKÖR_AZON","JKV_AZONOSÍTÓ","MEGYEKÓD","MEGYE","TELEPÜLÉS_SORSZÁM","TELEPÜLÉS","SZAVAZÓKÖR","VÁLASZTÓPOLGÁR","MEGJELENTEK","URNÁBAN_BÉLYEGZÉS_NÉLKÜLI","URNÁBAN_LEBÉLYEGZETT","ELTÉRÉS","ÉRVÉNYTELEN","ÉRVÉNYES","LISTA","SZAVAZAT"
,"20164001T",39438,,,,,,,,,,,,,"EGYÜTT-PM",3
,"20164001T",39438,,,,,,,,,,,,,"MSZP",1
,"20164001T",39438,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20164001T",39438,,,,,,,,,,,,,"SMS",0
"Belföldi","20165001F",39677,"20","ZALA","165","Petrikeresztúr",1,323,71,0,71,0,0,71,,
,"20165001T",39677,,,,,,,,,,,,,"FIDESZ-KDNP",43
,"20165001T",39677,,,,,,,,,,,,,"JOBBIK",20
,"20165001T",39677,,,,,,,,,,,,,"EGYÜTT-PM",5
,"20165001T",39677,,,,,,,,,,,,,"LMP",2
,"20165001T",39677,,,,,,,,,,,,,"MSZP",1
,"20165001T",39677,,,,,,,,,,,,,"SMS",0
,"20165001T",39677,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20165001T",39677,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",0
"Belföldi","20166001F",40093,"20","ZALA","166","Petrivente",1,328,68,0,68,0,0,68,,
,"20166001T",40093,,,,,,,,,,,,,"FIDESZ-KDNP",43
,"20166001T",40093,,,,,,,,,,,,,"JOBBIK",14
,"20166001T",40093,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",5
,"20166001T",40093,,,,,,,,,,,,,"MSZP",3
,"20166001T",40093,,,,,,,,,,,,,"LMP",2
,"20166001T",40093,,,,,,,,,,,,,"SMS",1
,"20166001T",40093,,,,,,,,,,,,,"EGYÜTT-PM",0
,"20166001T",40093,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20167001F",39439,"20","ZALA","167","Pókaszepetk",1,764,171,0,171,0,1,170,,
,"20167001T",39439,,,,,,,,,,,,,"FIDESZ-KDNP",112
,"20167001T",39439,,,,,,,,,,,,,"JOBBIK",27
,"20167001T",39439,,,,,,,,,,,,,"MSZP",15
,"20167001T",39439,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",8
,"20167001T",39439,,,,,,,,,,,,,"EGYÜTT-PM",3
,"20167001T",39439,,,,,,,,,,,,,"LMP",3
,"20167001T",39439,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"20167001T",39439,,,,,,,,,,,,,"SMS",0
"Belföldi","20168001F",39678,"20","ZALA","168","Pórszombat",1,252,97,0,97,0,0,97,,
,"20168001T",39678,,,,,,,,,,,,,"FIDESZ-KDNP",78
,"20168001T",39678,,,,,,,,,,,,,"JOBBIK",11
,"20168001T",39678,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",4
,"20168001T",39678,,,,,,,,,,,,,"MSZP",4
,"20168001T",39678,,,,,,,,,,,,,"LMP",0
,"20168001T",39678,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20168001T",39678,,,,,,,,,,,,,"SMS",0
,"20168001T",39678,,,,,,,,,,,,,"EGYÜTT-PM",0
"Belföldi","20169001F",39440,"20","ZALA","169","Pölöske",1,717,117,0,117,0,0,117,,
,"20169001T",39440,,,,,,,,,,,,,"FIDESZ-KDNP",60
,"20169001T",39440,,,,,,,,,,,,,"JOBBIK",30
,"20169001T",39440,,,,,,,,,,,,,"MSZP",11
,"20169001T",39440,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",8
,"20169001T",39440,,,,,,,,,,,,,"EGYÜTT-PM",5
,"20169001T",39440,,,,,,,,,,,,,"LMP",3
,"20169001T",39440,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20169001T",39440,,,,,,,,,,,,,"SMS",0
"Belföldi","20170001F",39441,"20","ZALA","170","Pölöskefő",1,300,60,0,60,0,0,60,,
,"20170001T",39441,,,,,,,,,,,,,"FIDESZ-KDNP",35
,"20170001T",39441,,,,,,,,,,,,,"JOBBIK",13
,"20170001T",39441,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",3
,"20170001T",39441,,,,,,,,,,,,,"LMP",3
,"20170001T",39441,,,,,,,,,,,,,"MSZP",3
,"20170001T",39441,,,,,,,,,,,,,"EGYÜTT-PM",2
,"20170001T",39441,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"20170001T",39441,,,,,,,,,,,,,"SMS",0
"Belföldi","20171001F",40094,"20","ZALA","171","Pördefölde",1,50,21,0,21,0,0,21,,
,"20171001T",40094,,,,,,,,,,,,,"FIDESZ-KDNP",15
,"20171001T",40094,,,,,,,,,,,,,"JOBBIK",3
,"20171001T",40094,,,,,,,,,,,,,"EGYÜTT-PM",2
,"20171001T",40094,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",1
,"20171001T",40094,,,,,,,,,,,,,"MSZP",0
,"20171001T",40094,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20171001T",40094,,,,,,,,,,,,,"LMP",0
,"20171001T",40094,,,,,,,,,,,,,"SMS",0
"Belföldi","20172001F",39442,"20","ZALA","172","Pötréte",1,230,69,0,69,0,0,69,,
,"20172001T",39442,,,,,,,,,,,,,"FIDESZ-KDNP",31
,"20172001T",39442,,,,,,,,,,,,,"JOBBIK",25
,"20172001T",39442,,,,,,,,,,,,,"MSZP",7
,"20172001T",39442,,,,,,,,,,,,,"EGYÜTT-PM",3
,"20172001T",39442,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",2
,"20172001T",39442,,,,,,,,,,,,,"SMS",1
,"20172001T",39442,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20172001T",39442,,,,,,,,,,,,,"LMP",0
"Belföldi","20173001F",39679,"20","ZALA","173","Pusztaapáti",1,26,16,0,16,0,0,16,,
,"20173001T",39679,,,,,,,,,,,,,"FIDESZ-KDNP",15
,"20173001T",39679,,,,,,,,,,,,,"JOBBIK",1
,"20173001T",39679,,,,,,,,,,,,,"SMS",0
,"20173001T",39679,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20173001T",39679,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",0
,"20173001T",39679,,,,,,,,,,,,,"MSZP",0
,"20173001T",39679,,,,,,,,,,,,,"EGYÜTT-PM",0
,"20173001T",39679,,,,,,,,,,,,,"LMP",0
"Belföldi","20174001F",40095,"20","ZALA","174","Pusztaederics",1,148,43,0,43,0,0,43,,
,"20174001T",40095,,,,,,,,,,,,,"FIDESZ-KDNP",31
,"20174001T",40095,,,,,,,,,,,,,"JOBBIK",8
,"20174001T",40095,,,,,,,,,,,,,"MSZP",2
,"20174001T",40095,,,,,,,,,,,,,"LMP",1
,"20174001T",40095,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",1
,"20174001T",40095,,,,,,,,,,,,,"EGYÜTT-PM",0
,"20174001T",40095,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20174001T",40095,,,,,,,,,,,,,"SMS",0
"Belföldi","20175001F",40096,"20","ZALA","175","Pusztamagyaród",1,463,116,0,116,0,1,115,,
,"20175001T",40096,,,,,,,,,,,,,"FIDESZ-KDNP",84
,"20175001T",40096,,,,,,,,,,,,,"JOBBIK",19
,"20175001T",40096,,,,,,,,,,,,,"MSZP",6
,"20175001T",40096,,,,,,,,,,,,,"LMP",3
,"20175001T",40096,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",3
,"20175001T",40096,,,,,,,,,,,,,"EGYÜTT-PM",0
,"20175001T",40096,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20175001T",40096,,,,,,,,,,,,,"SMS",0
"Belföldi","20176001F",40097,"20","ZALA","176","Pusztaszentlászló",1,509,145,0,145,0,0,145,,
,"20176001T",40097,,,,,,,,,,,,,"FIDESZ-KDNP",85
,"20176001T",40097,,,,,,,,,,,,,"JOBBIK",42
,"20176001T",40097,,,,,,,,,,,,,"MSZP",8
,"20176001T",40097,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",5
,"20176001T",40097,,,,,,,,,,,,,"LMP",2
,"20176001T",40097,,,,,,,,,,,,,"EGYÜTT-PM",1
,"20176001T",40097,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"20176001T",40097,,,,,,,,,,,,,"SMS",1
"Belföldi","20177001F",39680,"20","ZALA","177","Ramocsa",1,29,18,0,18,0,0,18,,
,"20177001T",39680,,,,,,,,,,,,,"JOBBIK",10
,"20177001T",39680,,,,,,,,,,,,,"FIDESZ-KDNP",8
,"20177001T",39680,,,,,,,,,,,,,"LMP",0
,"20177001T",39680,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",0
,"20177001T",39680,,,,,,,,,,,,,"MSZP",0
,"20177001T",39680,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20177001T",39680,,,,,,,,,,,,,"EGYÜTT-PM",0
,"20177001T",39680,,,,,,,,,,,,,"SMS",0
"Belföldi","20178001F",39681,"20","ZALA","178","Resznek",1,264,79,0,79,0,0,79,,
,"20178001T",39681,,,,,,,,,,,,,"FIDESZ-KDNP",46
,"20178001T",39681,,,,,,,,,,,,,"JOBBIK",13
,"20178001T",39681,,,,,,,,,,,,,"MSZP",9
,"20178001T",39681,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",5
,"20178001T",39681,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"20178001T",39681,,,,,,,,,,,,,"LMP",2
,"20178001T",39681,,,,,,,,,,,,,"SMS",1
,"20178001T",39681,,,,,,,,,,,,,"EGYÜTT-PM",1
"Belföldi","20179001F",39443,"20","ZALA","179","Rezi",1,955,252,0,252,0,3,249,,
,"20179001T",39443,,,,,,,,,,,,,"FIDESZ-KDNP",162
,"20179001T",39443,,,,,,,,,,,,,"JOBBIK",39
,"20179001T",39443,,,,,,,,,,,,,"MSZP",17
,"20179001T",39443,,,,,,,,,,,,,"LMP",10
,"20179001T",39443,,,,,,,,,,,,,"EGYÜTT-PM",9
,"20179001T",39443,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",8
,"20179001T",39443,,,,,,,,,,,,,"SMS",3
,"20179001T",39443,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","20180001F",39682,"20","ZALA","180","Rédics",1,789,239,0,239,0,3,236,,
,"20180001T",39682,,,,,,,,,,,,,"FIDESZ-KDNP",137
,"20180001T",39682,,,,,,,,,,,,,"JOBBIK",53
,"20180001T",39682,,,,,,,,,,,,,"MSZP",22
,"20180001T",39682,,,,,,,,,,,,,"EGYÜTT-PM",10
,"20180001T",39682,,,,,,,,,,,,,"LMP",8
,"20180001T",39682,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",3
,"20180001T",39682,,,,,,,,,,,,,"SMS",2
,"20180001T",39682,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","20181001F",40098,"20","ZALA","181","Rigyác",1,335,83,0,83,0,0,83,,
,"20181001T",40098,,,,,,,,,,,,,"FIDESZ-KDNP",52
,"20181001T",40098,,,,,,,,,,,,,"JOBBIK",25
,"20181001T",40098,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",2
,"20181001T",40098,,,,,,,,,,,,,"MSZP",2
,"20181001T",40098,,,,,,,,,,,,,"EGYÜTT-PM",1
,"20181001T",40098,,,,,,,,,,,,,"SMS",1
,"20181001T",40098,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20181001T",40098,,,,,,,,,,,,,"LMP",0
"Belföldi","20182001F",39683,"20","ZALA","182","Salomvár",1,486,126,0,126,0,1,125,,
,"20182001T",39683,,,,,,,,,,,,,"FIDESZ-KDNP",87
,"20182001T",39683,,,,,,,,,,,,,"JOBBIK",13
,"20182001T",39683,,,,,,,,,,,,,"MSZP",11
,"20182001T",39683,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",5
,"20182001T",39683,,,,,,,,,,,,,"EGYÜTT-PM",4
,"20182001T",39683,,,,,,,,,,,,,"A HAZA NEM ELADÓ",3
,"20182001T",39683,,,,,,,,,,,,,"LMP",2
,"20182001T",39683,,,,,,,,,,,,,"SMS",0
"Belföldi","20183001F",40099,"20","ZALA","183","Sand",1,357,108,0,108,0,1,107,,
,"20183001T",40099,,,,,,,,,,,,,"FIDESZ-KDNP",67
,"20183001T",40099,,,,,,,,,,,,,"JOBBIK",27
,"20183001T",40099,,,,,,,,,,,,,"MSZP",6
,"20183001T",40099,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",4
,"20183001T",40099,,,,,,,,,,,,,"EGYÜTT-PM",2
,"20183001T",40099,,,,,,,,,,,,,"LMP",1
,"20183001T",40099,,,,,,,,,,,,,"SMS",0
,"20183001T",40099,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20184001F",39684,"20","ZALA","184","Sárhida",1,638,192,0,192,0,1,191,,
,"20184001T",39684,,,,,,,,,,,,,"FIDESZ-KDNP",116
,"20184001T",39684,,,,,,,,,,,,,"JOBBIK",48
,"20184001T",39684,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",10
,"20184001T",39684,,,,,,,,,,,,,"MSZP",9
,"20184001T",39684,,,,,,,,,,,,,"EGYÜTT-PM",4
,"20184001T",39684,,,,,,,,,,,,,"LMP",4
,"20184001T",39684,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20184001T",39684,,,,,,,,,,,,,"SMS",0
"Belföldi","20185001F",39444,"20","ZALA","185","Sármellék",1,775,176,0,176,0,3,173,,
,"20185001T",39444,,,,,,,,,,,,,"FIDESZ-KDNP",102
,"20185001T",39444,,,,,,,,,,,,,"JOBBIK",43
,"20185001T",39444,,,,,,,,,,,,,"MSZP",9
,"20185001T",39444,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",9
,"20185001T",39444,,,,,,,,,,,,,"EGYÜTT-PM",5
,"20185001T",39444,,,,,,,,,,,,,"SMS",2
,"20185001T",39444,,,,,,,,,,,,,"LMP",2
,"20185001T",39444,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","20185002F",39445,"20","ZALA","185","Sármellék",2,686,127,0,127,0,0,127,,
,"20185002T",39445,,,,,,,,,,,,,"FIDESZ-KDNP",71
,"20185002T",39445,,,,,,,,,,,,,"JOBBIK",28
,"20185002T",39445,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",12
,"20185002T",39445,,,,,,,,,,,,,"MSZP",8
,"20185002T",39445,,,,,,,,,,,,,"EGYÜTT-PM",6
,"20185002T",39445,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"20185002T",39445,,,,,,,,,,,,,"SMS",1
,"20185002T",39445,,,,,,,,,,,,,"LMP",0
"Belföldi","20186001F",40100,"20","ZALA","186","Semjénháza",1,527,132,0,132,0,1,131,,
,"20186001T",40100,,,,,,,,,,,,,"FIDESZ-KDNP",78
,"20186001T",40100,,,,,,,,,,,,,"MSZP",19
,"20186001T",40100,,,,,,,,,,,,,"JOBBIK",14
,"20186001T",40100,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",14
,"20186001T",40100,,,,,,,,,,,,,"LMP",3
,"20186001T",40100,,,,,,,,,,,,,"EGYÜTT-PM",2
,"20186001T",40100,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"20186001T",40100,,,,,,,,,,,,,"SMS",0
"Belföldi","20187001F",39446,"20","ZALA","187","Sénye",1,38,29,0,29,0,0,29,,
,"20187001T",39446,,,,,,,,,,,,,"FIDESZ-KDNP",23
,"20187001T",39446,,,,,,,,,,,,,"JOBBIK",4
,"20187001T",39446,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",2
,"20187001T",39446,,,,,,,,,,,,,"MSZP",0
,"20187001T",39446,,,,,,,,,,,,,"EGYÜTT-PM",0
,"20187001T",39446,,,,,,,,,,,,,"LMP",0
,"20187001T",39446,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20187001T",39446,,,,,,,,,,,,,"SMS",0
"Belföldi","20188001F",40101,"20","ZALA","188","Sormás",1,766,167,0,167,0,1,166,,
,"20188001T",40101,,,,,,,,,,,,,"FIDESZ-KDNP",102
,"20188001T",40101,,,,,,,,,,,,,"JOBBIK",32
,"20188001T",40101,,,,,,,,,,,,,"EGYÜTT-PM",9
,"20188001T",40101,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",9
,"20188001T",40101,,,,,,,,,,,,,"MSZP",8
,"20188001T",40101,,,,,,,,,,,,,"LMP",5
,"20188001T",40101,,,,,,,,,,,,,"SMS",1
,"20188001T",40101,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20189001F",39447,"20","ZALA","189","Söjtör",1,597,129,0,129,0,0,129,,
,"20189001T",39447,,,,,,,,,,,,,"FIDESZ-KDNP",48
,"20189001T",39447,,,,,,,,,,,,,"JOBBIK",45
,"20189001T",39447,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",18
,"20189001T",39447,,,,,,,,,,,,,"MSZP",8
,"20189001T",39447,,,,,,,,,,,,,"EGYÜTT-PM",6
,"20189001T",39447,,,,,,,,,,,,,"LMP",3
,"20189001T",39447,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"20189001T",39447,,,,,,,,,,,,,"SMS",0
"Belföldi","20189002F",39448,"20","ZALA","189","Söjtör",2,626,116,0,116,0,0,116,,
,"20189002T",39448,,,,,,,,,,,,,"FIDESZ-KDNP",65
,"20189002T",39448,,,,,,,,,,,,,"JOBBIK",30
,"20189002T",39448,,,,,,,,,,,,,"MSZP",9
,"20189002T",39448,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",7
,"20189002T",39448,,,,,,,,,,,,,"LMP",4
,"20189002T",39448,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"20189002T",39448,,,,,,,,,,,,,"EGYÜTT-PM",0
,"20189002T",39448,,,,,,,,,,,,,"SMS",0
"Belföldi","20190001F",40102,"20","ZALA","190","Surd",1,516,160,0,160,0,0,160,,
,"20190001T",40102,,,,,,,,,,,,,"MSZP",66
,"20190001T",40102,,,,,,,,,,,,,"FIDESZ-KDNP",51
,"20190001T",40102,,,,,,,,,,,,,"JOBBIK",29
,"20190001T",40102,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",10
,"20190001T",40102,,,,,,,,,,,,,"EGYÜTT-PM",2
,"20190001T",40102,,,,,,,,,,,,,"LMP",1
,"20190001T",40102,,,,,,,,,,,,,"SMS",1
,"20190001T",40102,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20191001F",39449,"20","ZALA","191","Sümegcsehi",1,492,178,0,178,0,0,178,,
,"20191001T",39449,,,,,,,,,,,,,"FIDESZ-KDNP",126
,"20191001T",39449,,,,,,,,,,,,,"JOBBIK",34
,"20191001T",39449,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",6
,"20191001T",39449,,,,,,,,,,,,,"LMP",5
,"20191001T",39449,,,,,,,,,,,,,"MSZP",4
,"20191001T",39449,,,,,,,,,,,,,"EGYÜTT-PM",3
,"20191001T",39449,,,,,,,,,,,,,"SMS",0
,"20191001T",39449,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20192001F",39450,"20","ZALA","192","Szalapa",1,174,44,0,44,0,0,44,,
,"20192001T",39450,,,,,,,,,,,,,"JOBBIK",18
,"20192001T",39450,,,,,,,,,,,,,"FIDESZ-KDNP",17
,"20192001T",39450,,,,,,,,,,,,,"MSZP",5
,"20192001T",39450,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",2
,"20192001T",39450,,,,,,,,,,,,,"EGYÜTT-PM",2
,"20192001T",39450,,,,,,,,,,,,,"LMP",0
,"20192001T",39450,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20192001T",39450,,,,,,,,,,,,,"SMS",0
"Belföldi","20193001F",39451,"20","ZALA","193","Szentgyörgyvár",1,253,72,0,72,0,0,72,,
,"20193001T",39451,,,,,,,,,,,,,"FIDESZ-KDNP",55
,"20193001T",39451,,,,,,,,,,,,,"JOBBIK",12
,"20193001T",39451,,,,,,,,,,,,,"MSZP",3
,"20193001T",39451,,,,,,,,,,,,,"SMS",1
,"20193001T",39451,,,,,,,,,,,,,"LMP",1
,"20193001T",39451,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20193001T",39451,,,,,,,,,,,,,"EGYÜTT-PM",0
,"20193001T",39451,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",0
"Belföldi","20194001F",39685,"20","ZALA","194","Szentgyörgyvölgy",1,352,105,0,105,0,0,105,,
,"20194001T",39685,,,,,,,,,,,,,"FIDESZ-KDNP",81
,"20194001T",39685,,,,,,,,,,,,,"JOBBIK",16
,"20194001T",39685,,,,,,,,,,,,,"EGYÜTT-PM",6
,"20194001T",39685,,,,,,,,,,,,,"MSZP",1
,"20194001T",39685,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"20194001T",39685,,,,,,,,,,,,,"SMS",0
,"20194001T",39685,,,,,,,,,,,,,"LMP",0
,"20194001T",39685,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",0
"Belföldi","20195001F",40103,"20","ZALA","195","Szentkozmadombja",1,61,27,0,27,0,0,27,,
,"20195001T",40103,,,,,,,,,,,,,"FIDESZ-KDNP",14
,"20195001T",40103,,,,,,,,,,,,,"JOBBIK",8
,"20195001T",40103,,,,,,,,,,,,,"MSZP",2
,"20195001T",40103,,,,,,,,,,,,,"LMP",1
,"20195001T",40103,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",1
,"20195001T",40103,,,,,,,,,,,,,"EGYÜTT-PM",1
,"20195001T",40103,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20195001T",40103,,,,,,,,,,,,,"SMS",0
"Belföldi","20196001F",40104,"20","ZALA","196","Szentliszló",1,263,74,0,74,0,0,74,,
,"20196001T",40104,,,,,,,,,,,,,"FIDESZ-KDNP",50
,"20196001T",40104,,,,,,,,,,,,,"JOBBIK",15
,"20196001T",40104,,,,,,,,,,,,,"MSZP",6
,"20196001T",40104,,,,,,,,,,,,,"LMP",2
,"20196001T",40104,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",1
,"20196001T",40104,,,,,,,,,,,,,"EGYÜTT-PM",0
,"20196001T",40104,,,,,,,,,,,,,"SMS",0
,"20196001T",40104,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20197001F",40105,"20","ZALA","197","Szentmargitfalva",1,71,18,0,18,0,0,18,,
,"20197001T",40105,,,,,,,,,,,,,"FIDESZ-KDNP",6
,"20197001T",40105,,,,,,,,,,,,,"MSZP",5
,"20197001T",40105,,,,,,,,,,,,,"JOBBIK",4
,"20197001T",40105,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",3
,"20197001T",40105,,,,,,,,,,,,,"SMS",0
,"20197001T",40105,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20197001T",40105,,,,,,,,,,,,,"LMP",0
,"20197001T",40105,,,,,,,,,,,,,"EGYÜTT-PM",0
"Belföldi","20198001F",40106,"20","ZALA","198","Szentpéterfölde",1,120,24,0,24,0,0,24,,
,"20198001T",40106,,,,,,,,,,,,,"FIDESZ-KDNP",13
,"20198001T",40106,,,,,,,,,,,,,"JOBBIK",5
,"20198001T",40106,,,,,,,,,,,,,"MSZP",5
,"20198001T",40106,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",1
,"20198001T",40106,,,,,,,,,,,,,"EGYÜTT-PM",0
,"20198001T",40106,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20198001T",40106,,,,,,,,,,,,,"SMS",0
,"20198001T",40106,,,,,,,,,,,,,"LMP",0
"Belföldi","20199001F",39452,"20","ZALA","199","Szentpéterúr",1,723,109,0,109,0,3,106,,
,"20199001T",39452,,,,,,,,,,,,,"JOBBIK",50
,"20199001T",39452,,,,,,,,,,,,,"FIDESZ-KDNP",44
,"20199001T",39452,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",5
,"20199001T",39452,,,,,,,,,,,,,"MSZP",4
,"20199001T",39452,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"20199001T",39452,,,,,,,,,,,,,"EGYÜTT-PM",1
,"20199001T",39452,,,,,,,,,,,,,"LMP",1
,"20199001T",39452,,,,,,,,,,,,,"SMS",0
"Belföldi","20200001F",40107,"20","ZALA","200","Szepetnek",1,655,130,0,130,0,1,129,,
,"20200001T",40107,,,,,,,,,,,,,"FIDESZ-KDNP",67
,"20200001T",40107,,,,,,,,,,,,,"JOBBIK",28
,"20200001T",40107,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",12
,"20200001T",40107,,,,,,,,,,,,,"EGYÜTT-PM",9
,"20200001T",40107,,,,,,,,,,,,,"LMP",6
,"20200001T",40107,,,,,,,,,,,,,"MSZP",4
,"20200001T",40107,,,,,,,,,,,,,"A HAZA NEM ELADÓ",3
,"20200001T",40107,,,,,,,,,,,,,"SMS",0
"Belföldi","20200002F",40108,"20","ZALA","200","Szepetnek",2,711,118,0,118,0,0,118,,
,"20200002T",40108,,,,,,,,,,,,,"FIDESZ-KDNP",59
,"20200002T",40108,,,,,,,,,,,,,"JOBBIK",33
,"20200002T",40108,,,,,,,,,,,,,"MSZP",14
,"20200002T",40108,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",6
,"20200002T",40108,,,,,,,,,,,,,"LMP",3
,"20200002T",40108,,,,,,,,,,,,,"EGYÜTT-PM",3
,"20200002T",40108,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20200002T",40108,,,,,,,,,,,,,"SMS",0
"Belföldi","20201001F",40109,"20","ZALA","201","Szécsisziget",1,189,72,0,72,0,0,72,,
,"20201001T",40109,,,,,,,,,,,,,"FIDESZ-KDNP",31
,"20201001T",40109,,,,,,,,,,,,,"JOBBIK",22
,"20201001T",40109,,,,,,,,,,,,,"MSZP",12
,"20201001T",40109,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",3
,"20201001T",40109,,,,,,,,,,,,,"EGYÜTT-PM",2
,"20201001T",40109,,,,,,,,,,,,,"LMP",2
,"20201001T",40109,,,,,,,,,,,,,"SMS",0
,"20201001T",40109,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20202001F",39686,"20","ZALA","202","Szijártóháza",1,25,12,0,12,0,0,12,,
,"20202001T",39686,,,,,,,,,,,,,"FIDESZ-KDNP",10
,"20202001T",39686,,,,,,,,,,,,,"JOBBIK",1
,"20202001T",39686,,,,,,,,,,,,,"LMP",1
,"20202001T",39686,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",0
,"20202001T",39686,,,,,,,,,,,,,"EGYÜTT-PM",0
,"20202001T",39686,,,,,,,,,,,,,"MSZP",0
,"20202001T",39686,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20202001T",39686,,,,,,,,,,,,,"SMS",0
"Belföldi","20203001F",39687,"20","ZALA","203","Szilvágy",1,163,80,0,80,0,0,80,,
,"20203001T",39687,,,,,,,,,,,,,"FIDESZ-KDNP",40
