"SZAVAZÓKÖR_AZON","JKV_AZONOSÍTÓ","'LISTÁS'","MEGYEKÓD","MEGYE","OEVK","SZÉKHELY","SZH_KER","TELEPÜLÉS_SORSZÁM","TELEPÜLÉS","SZAVAZÓKÖR","VÁLASZTÓPOLGÁR","MEGJELENTEK","URNÁBAN_LEVŐ","ELTÉRÉS","ÉRVÉNYTELEN","ÉRVÉNYES","LISTA_TÍPUS","LISTA","SZAVAZAT","NEMZ_VÁLASZTÓPOLGÁR","NEMZ_MEGJELENTEK","NEMZ_URNÁBAN_LÉVŐ","NEMZ_ELTÉRÉS","NEMZ_ÉRVÉNYTELEN"
"01001018T",227701,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",334,,,,,
"01001018T",227701,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",46,,,,,
"01001018T",227701,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",19,,,,,
"01001018T",227701,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",4,,,,,
"01001018T",227701,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",3,,,,,
"01001018T",227701,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",0,1,0,0,0,0
"01001018T",227701,,,,,,,,,,,,,,,,"Nemzetiségi","ORSZÁGOS ÖRMÉNY ÖNKORMÁNYZAT",0,2,1,1,0,1
"01001019F",227703,"Listás","01","BUDAPEST","01","Budapest","05","001","Budapest I. kerület","019",893,693,696,0,23,673,,,,,,,,
"01001019T",227703,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",313,,,,,
"01001019T",227703,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",270,,,,,
"01001019T",227703,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",52,,,,,
"01001019T",227703,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",28,,,,,
"01001019T",227703,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",9,,,,,
"01001019T",227703,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",0,,,,,
"01001019T",227703,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",1,1,1,1,0,0
"01001020F",227705,"Listás","01","BUDAPEST","01","Budapest","05","001","Budapest I. kerület","020",848,667,667,0,5,662,,,,,,,,
"01001020T",227705,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",321,,,,,
"01001020T",227705,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",290,,,,,
"01001020T",227705,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",33,,,,,
"01001020T",227705,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",8,,,,,
"01001020T",227705,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",5,,,,,
"01001020T",227705,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",4,,,,,
"01001020T",227705,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",1,2,1,1,0,0
"01002001F",227707,"Listás","01","BUDAPEST","04","Budapest","02","002","Budapest II. kerület","001",976,763,762,0,3,759,,,,,,,,
"01002001T",227707,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",364,,,,,
"01002001T",227707,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",298,,,,,
"01002001T",227707,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",51,,,,,
"01002001T",227707,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",23,,,,,
"01002001T",227707,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",16,,,,,
"01002001T",227707,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",6,,,,,
"01002001T",227707,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",1,1,1,1,0,0
"01002002F",227709,"Listás","01","BUDAPEST","04","Budapest","02","002","Budapest II. kerület","002",866,680,679,0,8,671,,,,,,,,
"01002002T",227709,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",328,,,,,
"01002002T",227709,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",266,,,,,
"01002002T",227709,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",50,,,,,
"01002002T",227709,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",19,,,,,
"01002002T",227709,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",5,,,,,
"01002002T",227709,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"01002002T",227709,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",1,1,1,1,0,0
"01002003F",227711,"Listás","01","BUDAPEST","04","Budapest","02","002","Budapest II. kerület","003",653,508,508,0,6,502,,,,,,,,
"01002003T",227711,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",236,,,,,
"01002003T",227711,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",219,,,,,
"01002003T",227711,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",27,,,,,
"01002003T",227711,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",15,,,,,
"01002003T",227711,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",2,,,,,
"01002003T",227711,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"01002003T",227711,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",1,1,1,1,0,0
"01002003T",227711,,,,,,,,,,,,,,,,"Nemzetiségi","SZERB ORSZÁGOS ÖNKORMÁNYZAT",1,1,1,1,0,0
"01002004F",227713,"Listás","01","BUDAPEST","04","Budapest","02","002","Budapest II. kerület","004",994,764,765,0,12,753,,,,,,,,
"01002004T",227713,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",376,,,,,
"01002004T",227713,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",297,,,,,
"01002004T",227713,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",49,,,,,
"01002004T",227713,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",20,,,,,
"01002004T",227713,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",9,,,,,
"01002004T",227713,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"01002004T",227713,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",1,1,1,1,0,0
"01002004T",227713,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI GÖRÖGÖK ORSZÁGOS ÖNKORMÁNYZATA",0,1,0,0,0,0
"01002005F",227715,"Listás","01","BUDAPEST","04","Budapest","02","002","Budapest II. kerület","005",1038,857,849,0,7,842,,,,,,,,
"01002005T",227715,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",457,,,,,
"01002005T",227715,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",316,,,,,
"01002005T",227715,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",36,,,,,
"01002005T",227715,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",21,,,,,
"01002005T",227715,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",9,,,,,
"01002005T",227715,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",3,,,,,
"01002005T",227715,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",0,1,1,1,0,1
"01002005T",227715,,,,,,,,,,,,,,,,"Nemzetiségi","SZERB ORSZÁGOS ÖNKORMÁNYZAT",0,1,0,0,0,0
"01002005T",227715,,,,,,,,,,,,,,,,"Nemzetiségi","UKRÁN ORSZÁGOS ÖNKORMÁNYZAT",0,1,0,0,0,0
"01002006F",227717,"Listás","01","BUDAPEST","04","Budapest","02","002","Budapest II. kerület","006",847,689,688,0,1,687,,,,,,,,
"01002006T",227717,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",353,,,,,
"01002006T",227717,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",271,,,,,
"01002006T",227717,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",38,,,,,
"01002006T",227717,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",17,,,,,
"01002006T",227717,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",7,,,,,
"01002006T",227717,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"01002007F",227719,"Listás","01","BUDAPEST","04","Budapest","02","002","Budapest II. kerület","007",770,650,649,0,1,648,,,,,,,,
"01002007T",227719,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",336,,,,,
"01002007T",227719,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",250,,,,,
"01002007T",227719,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",34,,,,,
"01002007T",227719,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",17,,,,,
"01002007T",227719,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",7,,,,,
"01002007T",227719,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",4,,,,,
"01002008F",227721,"Listás","01","BUDAPEST","04","Budapest","02","002","Budapest II. kerület","008",859,711,711,0,2,709,,,,,,,,
"01002008T",227721,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",341,,,,,
"01002008T",227721,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",300,,,,,
"01002008T",227721,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",40,,,,,
"01002008T",227721,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",19,,,,,
"01002008T",227721,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",6,,,,,
"01002008T",227721,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",0,,,,,
"01002008T",227721,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",3,3,3,3,0,0
"01002009F",227723,"Listás","01","BUDAPEST","04","Budapest","02","002","Budapest II. kerület","009",803,643,643,0,4,639,,,,,,,,
"01002009T",227723,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",346,,,,,
"01002009T",227723,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",236,,,,,
"01002009T",227723,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",35,,,,,
"01002009T",227723,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",16,,,,,
"01002009T",227723,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",4,,,,,
"01002009T",227723,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",0,,,,,
"01002009T",227723,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",2,3,2,2,0,0
"01002010F",227725,"Listás","01","BUDAPEST","04","Budapest","02","002","Budapest II. kerület","010",4640,4244,4256,12,85,4171,,,,,,,,
"01002010T",227725,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",2584,,,,,
"01002010T",227725,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",1233,,,,,
"01002010T",227725,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",250,,,,,
"01002010T",227725,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",87,,,,,
"01002010T",227725,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",9,,,,,
"01002010T",227725,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",0,,,,,
"01002010T",227725,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",4,5,0,5,0,1
"01002010T",227725,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI GÖRÖGÖK ORSZÁGOS ÖNKORMÁNYZATA",2,2,0,2,0,0
"01002010T",227725,,,,,,,,,,,,,,,,"Nemzetiségi","ORSZÁGOS HORVÁT ÖNKORMÁNYZAT",1,1,0,1,0,0
"01002010T",227725,,,,,,,,,,,,,,,,"Nemzetiségi","ORSZÁGOS LENGYEL ÖNKORMÁNYZAT",1,1,0,1,0,0
"01002011F",227727,"Listás","01","BUDAPEST","04","Budapest","02","002","Budapest II. kerület","011",573,462,472,0,55,417,,,,,,,,
"01002011T",227727,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",221,,,,,
"01002011T",227727,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",171,,,,,
"01002011T",227727,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",21,,,,,
"01002011T",227727,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",1,,,,,
"01002011T",227727,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"01002011T",227727,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",0,,,,,
"01002011T",227727,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",2,2,2,2,0,0
"01002011T",227727,,,,,,,,,,,,,,,,"Nemzetiségi","UKRÁN ORSZÁGOS ÖNKORMÁNYZAT",1,1,1,1,0,0
"01002012F",227729,"Listás","01","BUDAPEST","04","Budapest","02","002","Budapest II. kerület","012",927,775,774,0,3,771,,,,,,,,
"01002012T",227729,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",397,,,,,
"01002012T",227729,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",300,,,,,
"01002012T",227729,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",53,,,,,
"01002012T",227729,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",10,,,,,
"01002012T",227729,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",7,,,,,
"01002012T",227729,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",3,,,,,
"01002012T",227729,,,,,,,,,,,,,,,,"Nemzetiségi","ORSZÁGOS ÖRMÉNY ÖNKORMÁNYZAT",1,1,1,1,0,0
"01002013F",227731,"Listás","01","BUDAPEST","04","Budapest","02","002","Budapest II. kerület","013",638,500,500,0,2,498,,,,,,,,
"01002013T",227731,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",243,,,,,
"01002013T",227731,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",205,,,,,
"01002013T",227731,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",30,,,,,
"01002013T",227731,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",15,,,,,
"01002013T",227731,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",2,,,,,
"01002013T",227731,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"01002013T",227731,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",1,2,1,1,0,0
"01002014F",227733,"Listás","01","BUDAPEST","04","Budapest","02","002","Budapest II. kerület","014",808,660,658,0,5,653,,,,,,,,
"01002014T",227733,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",345,,,,,
"01002014T",227733,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",255,,,,,
"01002014T",227733,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",27,,,,,
"01002014T",227733,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",16,,,,,
"01002014T",227733,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",8,,,,,
"01002014T",227733,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"01002014T",227733,,,,,,,,,,,,,,,,"Nemzetiségi","ORSZÁGOS SZLOVÁK ÖNKORMÁNYZAT",1,1,1,1,0,0
"01002014T",227733,,,,,,,,,,,,,,,,"Nemzetiségi","UKRÁN ORSZÁGOS ÖNKORMÁNYZAT",0,1,1,0,-1,0
"01002015F",227735,"Listás","01","BUDAPEST","04","Budapest","02","002","Budapest II. kerület","015",731,609,608,0,3,605,,,,,,,,
"01002015T",227735,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",279,,,,,
"01002015T",227735,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",269,,,,,
"01002015T",227735,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",35,,,,,
"01002015T",227735,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",14,,,,,
"01002015T",227735,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",4,,,,,
"01002015T",227735,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"01002015T",227735,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",1,1,1,1,0,0
"01002015T",227735,,,,,,,,,,,,,,,,"Nemzetiségi","ORSZÁGOS LENGYEL ÖNKORMÁNYZAT",1,1,1,1,0,0
"01002016F",227737,"Listás","01","BUDAPEST","04","Budapest","02","002","Budapest II. kerület","016",1098,732,729,0,2,727,,,,,,,,
"01002016T",227737,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",365,,,,,
"01002016T",227737,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",305,,,,,
"01002016T",227737,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",35,,,,,
"01002016T",227737,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",13,,,,,
"01002016T",227737,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",4,,,,,
"01002016T",227737,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",3,,,,,
"01002016T",227737,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",2,2,2,2,0,0
"01002017F",227739,"Listás","01","BUDAPEST","04","Budapest","02","002","Budapest II. kerület","017",818,686,686,0,5,681,,,,,,,,
"01002017T",227739,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",366,,,,,
"01002017T",227739,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",244,,,,,
"01002017T",227739,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",46,,,,,
"01002017T",227739,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",17,,,,,
"01002017T",227739,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",5,,,,,
"01002017T",227739,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"01002017T",227739,,,,,,,,,,,,,,,,"Nemzetiségi","BOLGÁR ORSZÁGOS ÖNKORMÁNYZAT",1,1,1,1,0,0
"01002018F",227741,"Listás","01","BUDAPEST","04","Budapest","02","002","Budapest II. kerület","018",703,586,585,0,3,582,,,,,,,,
"01002018T",227741,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",317,,,,,
"01002018T",227741,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",220,,,,,
"01002018T",227741,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",20,,,,,
